"reviewer","profile_link","review_date","helpful_count","overall_rating","review_body"
"Noenkas","/profile/Noenkas","Jan  3, 2022","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10    Almost perfect  This is one of the most unique stories I have every watched. The balance of dark to light is perfect and didn't leave me depressed, even though it could have easily been the case.  The two main male characters were absolutely perfect and made the story for me. I would not classify this as a rom-com since it has very little actual romance. It's also not a comedy, in spite of it being funny a lot of the time. It is a great mixture of fantasy/comedy/drama/romance/philosophy.  The OST is so good I've also already downloaded it on Spotify.Like many stories of it's kind there are a few things that don't make perfect sense, or threads that weren't neatly (or at all) tied by the end of the story. Every story can't be Lord of The Rings. It did however have a satisfying end and I'm glad I watched it.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Tanky Toon","/profile/7368506","Jun 30, 2022","0","9.0","Overall 9.0    Story 10 Acting/Cast 10 Music 10 Rewatch Value 6.5      Apparently one of the best Korean dramas ever, the Goblin tackles on supernatural themes of after-life and reincarnation. With characters such as the Goblin, the Goblin's bride, the Grim Reaper and ghosts, the drama fluctuates between romance and fantasy. The two male leads are as charismatic as the female leads were lukewarm. As the drama went along, I was more interested in the love story between the secondary couple. Even the bromance between the Goblin and the Grim Reaper was a better watch, IMO. Would have given this a 10, if it wasn't over-hyped and repetitive towards the last part of the drama.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"asmitha chandini","/profile/asmithachandini","Nov  5, 2021","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10    This review may contain spoilers   This drama truly is something else, from someone who loves watching dramas to see how plot could potentially develop/ how characters could potentially develop; this is probably one of my top 3 dramas of all time.I'll start with simple aspects like the cinematography, background music and OSTs are breathtaking, I cannot flaw them in that aspect. The directors were truly genius with the way they decided to film, cinematography in this drama held a lot of meaning behind it, sometimes it would take someone to look twice to notice.plot wise I must say it one of the most original things I have ever watched, the plot developed well and contained no visible holes that I could criticise, usually creators would fill those holes with unnecessary side plots or love triangles or underdeveloped characters, however, the plot of this drama is complete in every way. Just the right balance between reality and fantasy, a very thin line that not many dramas were able to hold onto very well. The plot stayed true to itself; when said thing is going to happen, it will happen. No shortcuts or exceptions just because the main characters where involved, that's what I like about this drama, it refused to stick to resolving the plot and dismissing main points just for fan satisfaction. All in all, the plot is incredibly thorough and captivating, heart wrenching but also somewhat warming.I think the thing that surprised me the most about this drama is how the characters are all so developed, no one is completely good, no one is completely bad and they all have their own struggles. I don't think there's a single watered down character or a character that did not suit the plot. They were all so attached to one another and that's something you rarely in see in dramas, usually it's the male character attached to the female character and the 2nd lead attached to the 2nd lead female. However, you get to see them all relying on one another, physically and emotionally attached to one another. The chemistry between the main male leads was invincible as well as the chemistry between the female leads, this drama truly showed that love was an umbrella to many different types i.e. brotherly love, platonic love, romantic, etc. Likewise, the romantic aspect of it was also very well thought, the chemistry between the actors felt so real I almost thought they were dating in real life.One of my favourite things about this drama is how realistic it is- as ironic as it sounds. They portrayed a 19 year old the way a 19 year old should be portrayed; hopeful, optimistic, immature, inexperienced. They portrayed a man that has lived 900 years the way you'd expect him to be portrayed. The pain of the characters was another realistic aspect, something that I felt through the screen. I don't usually cry at dramas, but this one made me feel things I haven't felt in a while- I mean I did cry for the entirety of the last 2 episodes and that sure does say something, I felt as though I was getting my heart ripped out, that's how lovable these characters are.All in all, a drama I'd watch a million times and never get bored of.Anyway, sorry for the long review and I hope you enjoy this drama just as much as I did! because i love this drama to bits!  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"TCI","/profile/TCI","Jan 14, 2022","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10    Best fantasy drama  I am obsessed with this show and everyone in it. The acting in this show is incredible. l love the bromance and the relationships all the characters had with each other- there was never a dull moment. If you pay attention the show also has a lot of profound life lessons and messages to teach you. The ending is definitely bittersweet, it's framed as a happy ending but when you really think about it you realise that the joy will be short-lived. One of my biggest pet peeves with fantasy shows is when they introduce a world that has certain rules and they don't stick to them for the sake fo a happy ending for the characters. l guarantee you that this drama is so well written that it doesn't break any of its rules even though you wish it did at times. It's in my top 10 ultimate dramas, l highly recommend   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"ruishka","/profile/ruishka","May  6, 2023","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10    All time favorite masterpiece - rewatched hundred times now   It was pleasure to watch and cry...no complain... actors are amazing... story is perfect...moments are heartbroken and you would cry... I could not stop watching it till finished and after I had the worth withdraw symptoms ever so I rewatched it again and again wishing to unwatched it so I can watch it as new. 1. Rewatched value over 100% 2. The second couple is on pair with main - loved both of them so much. Second couple could get drama on their own due to their chemistry, story and actors3. Like the ending as well, it suitable and beautiful4. Music/OST are out of the world  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"beccafordd","/profile/beccafordd","Jul 17, 2021","0","10","No Review Available"
"Aadya’s World","/profile/aadya2323","Sep 29, 2022","0","10","Overall 10    Story 10 Acting/Cast 8.0 Music 10 Rewatch Value 3.0    just watch it.....   you are going to cry!!!!its sooooo good... I was not a fan of historical or any old drama but after watching this I just loved it was so fabulous... not only me everyone else is going to cry after watching this drama because it has such a nice story line. you can never predict the drama and the side couple is as fabulous as the main couple. the music is the best !!!! go on watch it... don't forget to listen the side ost never far away.... it was the first drama I cried very long for and it touched my heart like my exam was going on and I was still watching it everyday every time I want to say it will get you addicted but you keep on thinking what's going to happen so try watching it and don't drop out this if you drop out you will miss all the fun  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Taeamo24","/profile/Healers24","Jul 11, 2022","0","9.5","Overall 9.5    Story 10 Acting/Cast 9.0 Music 9.5 Rewatch Value 8.5    This review may contain spoilers don't miss this masterpiece.  Here we go, next masterpiece! Next to the Descendants of the sun and Moon lovers. No words to this wonderful plot and love story. So wise drama. Thank you for making this , it broke my heart, but I had a great time watching it , thought. Life cant be perfect , right?I just interpret the ending by myself...Soundtrack is next big advantage of this drama. Ailee- great job! Actors? Cant be better! There were also moments when I cried so badly because of the humor in this drama ;D Main characters were hilarious. The friendship between Grim Reaper and Goblin was awesome xd Jin En Tak talking with Goblin was also irreplaceable xdThanks for giving me great time watching it. I recommend everyone!   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Doril","/profile/Doril","Jun  1, 2021","0","9.0","Overall 9.0    Story 9.0 Acting/Cast 9.5 Music 9.0 Rewatch Value 9.0    Magnificent Korean Drama but Problematic Age Gap  This is truly a wondrous, unique show. It hits the right blend of Korean-style mythology and modern Kdrama production. The story is excellent, although the latter half of the drama suffers a little bit from lack of time. For better or worse, this show is ""very Kim Eun Sook"" (the writer), meaning that it has a unique concept that relies heavily on your emotional feeling over worldbuilding, which definitely works for a romance-focused series. The OST is spectacular, and of note, Ailee's ""I Will Come to You Like the First Snow"" is still an emotional power ballad compared to other music in 2021.However, I have to agree with others who have commented that the main couple feels problematic -- their relationship feels like father-daughter a lot of the time, so it has an unfortunate feeling. This story doesn't work without being a romance, but I feel like it might have been better if the main couple relationship was an actual foster father-foster daughter relationship.But even if you have reservations about the main couple, it is worth it to overlook it and give this Kdrama a watch!  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"beiryy","/profile/beiryy","Jun  8, 2022","0","9.0","Overall 9.0    Story 8.5 Acting/Cast 10 Music 10 Rewatch Value 8.5    Should you watch it?  Yes, I highly recommend it. There are a lot of emotions put into their storyline which made me cry, over all it's good however I believe the idea they chose is hard to develop and maybe they should have made it more simple and less complicated. It's similar to ""tales of the nine tailed"" (HIGHLY RECOMMEND THIS) --> you'll notice the same second main lead actor is there too. All they needed was to make the life for all the main leads less complicated, because I wanted an ending where they all-- something, since I don't wanna spoil this you'll find out while watching the ending...anyways, I won't spoil this any further, anyone who decides to watch it, all I'll say is that the ending isn't as expected due to their idea and theme of how the male lead would become. -Still recommended tho :))  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Sofia Bongiovanni","/profile/9293533","Jan 31, 2022","0","10","No Review Available"
"Sunshinewrits","/profile/9258153","Aug  7, 2022","0","9.5","No Review Available"
"thequeenofhopes","/profile/QueenHope","Jul 21, 2022","0","9.0","Overall 9.0    Story 9.5 Acting/Cast 10 Music 9.0 Rewatch Value 8.0    This review may contain spoilers Sometimes slow but always sweet  Fantasy romance/melodrama: A classic since its release in 2016, and it remains one of the most popular K-dramas of recent years. A 900-year-old immortal goblin meets his “bride,” who is the poor, unlucky, abused-by-her-family young woman—a high school senior—fated to end his painful existence. (You have to just NOT think about the age difference.) While the idea of finally dying delights the goblin, things get complicated when the two leads...maybe don't want to be separated? This is essentially “Cinderella” in a more tragic and complicated form. The scenes filmed in Canada are gorgeous. Fantastic second lead couple and fun supporting characters all around. The goblin’s developing bromance with a Grim Reaper who is accidentally house-sharing with him is worth watching this alone—if handsomeness were currency, the two male leads could buy a country with their collective looks. Lovely quote: “When you’re coming home on a rainy night, what is it that becomes your umbrella? A voice that answers when you call. A memory of seeing the same thing at the same time. The first time you matched someone’s pace. Does someone come to mind? Yes, it’s that person. First love.”  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"racheld21","/profile/racheld21","Jul 27, 2020","6","4.0","Overall 4.0    Story 2.5 Acting/Cast 2.5 Music 10 Rewatch Value 1.0    Not for me  Decided to watch this because  I've commonly seen people talk very highly of it. Unfortunately, it was not my cup of tea. I  gave up at around episode 6 and just read episode summaries for the rest so that I could finish the story without having to sit through any more of the episodes.The first episode was okay but for me personally, it was not very intriguing.  I wanted to drop it but, I had seen this site and so many people raved about it so I figured I had to power through because many people deem it to be ""one of the best dramas"". So I powered through for a couple more episodes but I just could not get invested in the show.  The episodes were quite slow and it felt like the story was taking forever to happen. Unfortunately for me, the ""bromance"" between the goblin and reaper was just not enjoyable for me. It just felt childish and cheesy to me. The romance of the leads did not sit well with me either.  For starters, the goblin literally looks like a 40-year-old to me (No offense main guy but that's just how I see you sorry). I did not enjoy the fact that he literally fell in love with a highschooler. The 900 something year age gap would not have mattered if they had a younger-looking actor but they did not. Additionally, KGE played this role too well and literally looked and acted like a 16-year-old to me. Don't get me wrong I love KGE normally. I just wished they had aged up the main girl character to be older, a college student at the very least.  Also, I don't know if it's just me but I think because I watched this drama, but KGE just always looks so young now. In her other works she just always looks like an 18-year-old  to me and its hard to believe that these roles have her in her late 20s (Not saying this as a bad or good thing I'm just simply stating it.) There were some things I did like though! I love the music and OSTs, they are wonderful and added so much emotion to these scenes. I still listen to the album occasionally these days. Stay with me and Beautiful are my favorites. I did like how they traveled, it was really pretty to see. Especially in Canada, the background looked great. I also really like the cover image of her leaning on his back, I'm not sure why but I just think it looks good. I really wanted to like this show but it is just not for me and I am ok with that. I respect that other people love it though as everyone's preferences are different. Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"JanuaryWonder","/profile/JanuaryWonder","Feb  3, 2017","2","9.0","Overall 9.0    Story 9.0 Acting/Cast 8.0 Music 8.0 Rewatch Value 6.5      Ah, Goblin. The drama with the most insane summary I'd read up to that point. Amnesiac Grim Reaper? Goblin with an invisible sword through his chest? Goblin's bride who is... a high school student, which is kinda creepy when you think about it? Ghosts? Deities? Reincarnation?   Yeap, all there. But damn, this was better than I ever could've expected. ""Every moment shined."" In deed. Ok, so maybe not *every* moment, but 89% of them for sure. I cried. I laughed. I wanted to group-hug the Goblin and the Grim Reaper and have a beer with them. They were friendship goals, level: immortals. Sometimes I actually wished there'd been more short arks with those two alone, because their interactions were both hilarious and heartwarming. The smartphone scene kills me every time, as does the one where they coolly go out of the tunnel with leeks and grocery bags. Bromance for the ages. Gong Yoo and Lee Dong-wook had the best chemistry out of all male actors I've seen so far. A+.  About the love stories.. though it was pretty hard for me to get with the program and support the Goblin and Eun-tak relationship at first because it was, frankly, wrong, to my great surprise (and maybe, a bit of disdain as well), I did like how they were written by the end and how their interactions were dealt with. I don't want to be hypocritical, I've enjoyed many a vampire romance in which the differences in terms of age were probably greater, but Gong Yoo was just so obviously older and the way they dressed him (op.ed. wonderfully) made him seem super serious. On the other hand, Eun-tak was.. a girl - this characterization is something I struggle with the most, because it both prevented me from rooting for them from the start, but was also a pretty realistic portrayal of the character, which I appreciated. By the time we got through the age gap though, I was totally on board. Well, a bit before that as well, just in time to bawl my eyes out to the rooftop scene. Her character really struck a chord with me in the end and I wish they'd done the jump a bit sooner and shuffled the stuff a bit so we could see more of older-Eun-tak's moments with Shin.  The story between the Reaper and Sunny was hilarious, I loved them together and I'm super happy that they got the ending they did, both of them. Eye-bawling moment #2. I especially loved Sunny's confidence which maybe made her come over as shallow at the start, but when you later realize how much she cares about him, and the history they share, it breaks your heart. The Grim Reaper was definitely my favorite character and that didn't change throughout the series. The deadpan comedic delivery, the whining, his brotherly love for Eun-tak and his ""clients""... some of the short scenes in the tea-room were my favorite parts of certain episodes, especially the one with the soldier and his sweetheart who was waiting for him for 70+ years.    Overall, the series was wonderfully imaginative, poetic, with beautiful photography and lovable characters. It did seem to drag at certain times, but never enough to even consider dropping it or putting it on hold. The fantasy world created in the show was rich and magical. Love, love, LOVE. A must-see.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"lauriel","/profile/lauriel13","Feb  4, 2017","1","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      Alright, this drama has got to be my one of my top favorite dreams for many reasons. One, the cinematography of the drama is amazing, the effects used on it to showcase the goblin's power is amazing, whoever was in charge of it deserve a praise. Second, the actors' and actresses' performance was stunning, they did an amazing job at performing the emotions in a way that grabbed the viewer and made them feel like they were actually in the drama. Thirdly, the plot is amazing, well-written and executed, could've have asked for a better plot. It makes you think, analyze and create your own theories on the drama. I will say that there are plot twists that you don't see coming at all.  I personally truly enjoyed the drama, i would rewatch it again with no doubt. I hope that if you're still debating whether to watch it or not you do decide to give this drama a chance, I promise you it won't disappoint you.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Sash","/profile/sashann","Jan 22, 2017","2","10","Overall 10    Story 9.5 Acting/Cast 10 Music 9.5 Rewatch Value 9.0      Another one to my special list!  What happens when a goblin, and grim reaper become roommates? If nothing else, you can be sure that there will be lots of roommate drama, bromance, and funny moments! Special mention to the scene where they go out to get groceries like the supernatural beings they are, it cracked me up. Why is this special, you ask : Go watch the drama :P  On a serious note, Goblin was like a ray of sunshine that flickers through on a cloudy day for me. Although it had its flaws (with respect to pacing and few unresolved questions), it was beautifully written and portrayed. The story was built with a rich mythology, filled with elements of hilarity, romance and above all melancholy. Each of the characters, even minor ones, had an intriguing charm to them and fulfilled a unique purpose in the storyline. Cinematography, especially scenes in Quebec, were visually stunning (I cant wait to visit Chateau Frontenac and other places in QC during fall now). I also really liked listening to the drama's OST, especially Beautiful by Crush, and have of course added it to my Kdrama playlist.  Maybe this might not be a popular opinion but I loved the bittersweet touch to its ending. I clearly have a thing for sad love stories. But what I took away from the drama the most, was that at the end of the day, we do need to deal with life on our own even with or without the presence of your loved ones. But, why should that mean, living life unhappily. In fact, live each moment with great joy, sharing precious moments with your dear ones, if not for anything else but to respect the love that you have received so far. With all the limitations we have as mortal beings, you might as well make the most of each moment. I was left with some questions at the end but I am ok ignoring these minor flaws as it kept me hooked till the last minute while also being thought provoking. Now, if only I could summon ""The One"", by blowing on a candle ;)  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"AtikShaikh","/profile/shaikhatik0786","Jan 22, 2017","2","9.5","Overall 9.5    Story 10 Acting/Cast 9.5 Music 10 Rewatch Value 9.5      A really great story. Romance, tragedy, thrill, everything has been laid out just perfectly. Hats off to the cast who played such great characters. It completely hard to think that they are just characters, and not real people. And what a twist with ""GOD"". Being and atheist myself, it was a really great experience to watch this. I would surely recommend this to people.  Honestly, this was my entry into the world of Asian drama, until now, I just used to watch Japanese anime. But, guess, I have drowned too deep into dramas now.  And goblin was the first ever drama I have watched. So this will be something that I will always love and recommend to others.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Riasha","/profile/RKDEWAANA","Jan 22, 2017","2","9.5","No Review Available"
"faa","/profile/aufarkp","Jan 23, 2017","2","9.0","Overall 9.0    Story 9.0 Acting/Cast 10 Music 9.5 Rewatch Value 8.5      The first time i heard about this drama, i was so excited because i'm in love with Gong Yoo after i watched Train To Busan and i miss Lee Dong Wook so much! At the beginning, i could see that this drama had some potentials to become a famouse one. And then, BOOM. Although this one aired on tv cabel only in Korea, this drama got so much attentions from KDrama lovers. It has highest drama rating on the tvN's history so far.   It was all smooth at the beginning, i really enjoyed it. I thought i would fall for the main leads' relationship, but nope. I fell for the bromance of the Goblin, grim reaper, and deok hwa bromance instead. They're absolutely entertaining and amazing together! Idk maybe it's just me, i don't feel satisfied with the ending. The ending is too contrived and too hasting for me. I was like .... ""Wait, what?"" ""What?"" ""Uhm okay"". But overall, i still like this anyway. Well, not as much as i love Weightlifting Fairy Kim Bok Joo since the story is more relatable, rational, and perfectly ended.   The soundtracks are amazing! Altough not all of them are my favourites, but i can say that the soundtracks sound very different with another Korean Dramas. It's, cool, creepy, gloomy, sad, and sometimes a little bit warm. Altough i love most of them, i couldn't say that the lyrics of them are easily to be remembered. I'm so proud of Sungjae's acting! He shows his acting skill just get better and better! And also, i feel so proud of Lee Dong Wook! Thanks to God he's shining brighter with this drama. Since, in my opinion, he had so many dramas before, but i guess not all of them are enjoyable for some kdrama lovers. Altough, i fall for him since his perfomance in ""Hotel King"". He was so hot in there, bruh! His wing tattoo on his back was my fav part of him to look at! LMAO. And his chemistry with Lee Da Hee felt so real! Since, Hotel King is the second time he played as the main leads together with Lee Da Hee.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Wen-Wen Chin","/profile/wenwen99","Mar 19, 2017","1","10","No Review Available"
"Chibiface22","/profile/Chibiface22","Feb 21, 2017","1","10","No Review Available"
"IrisWei","/profile/11166489","Aug 23, 2023","4","6.0","Overall 6.0    Story 5.0 Acting/Cast 6.0 Music 8.0 Rewatch Value 4.0    Definitely overhyped  I went into this drama after hearing a lot of comments on Tiktok and friends and decided to try it out. At first it started off ok, but each episode was extremely slow-paced and the plot wasn't interesting. The main thing that I disliked about this drama was the relationship between the main leads. It felt really awkward watching there scenes. It doesn't make any sense of why a 19 year old highschool girl FELL IN LOVE with a 900 year old guy.  The age gap between the leads  in the show made it very . I literally had to search up the age difference between both actor/actress because of how uncomfortable their chemistry on-screen was. The relationship should have definitely be more of a Father/Daughter relationship rather than lovers.  I really dislike the main female lead, she really pissed me off. She got angry at the most random thing and she is really selfish. She claims she's the goblin's bride but then fight and argue with him. No hate to Jung Hae-in but his character was very unnecessary and was annoying. Some parts that I liked from this drama was the funny interactions between the reaper and Soni, it was really funny and there relationship is kind of of cute:) My favorite relationship is the bromance between the goblin and the reaper. They were so cute together and I mainly continued watching for their relationship. The way they comfort each other even when they bicker and help each other. The cutest scene was when they were both taking medicine because they felt ""sick"" and ""depressed"". I usually don't like to leave a show uncompleted but I really couldn't keep on watching, the episodes were long and provided us with barely anything and the plot was very empty. I tried really hard to keep watching but got bored of it every 10 minutes.  this drama is definitely overhyped but if you like age gap,  slow-paced dramas then you should definitely give it a try. I really did not want to drop this show, but it definitely did not live up to the hype it was given.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Lucky Luciano","/profile/LuckyLuciano","May  1, 2023","3","3.0","Overall 3.0    Story 9.0 Acting/Cast 9.0 Music 7.0 Rewatch Value 1.0    Wet Firecracker  After struggling for 8 episodes, I'm dropping this. The first episode started off good in the Joseon era explaining the background but after that it  gradually fizzled out. The main problem is that the 2 main leads have zero chemistry.  Because there is zero chemistry, their love story is not convincing.  As a result, her pulling out the sword loses much of its impact.  All the slow-motion camera work and love songs in world will not work if there is no chemistry.  Its not something that you can just manufacture.  Ironically, the second leads did have chemistry and I found myself looking forward to their scenes instead of the main couple.  As a matter of fact, I think they should have been the main leads and the main leads the second leads.  ""Secret Garden"" and ""My Love From Another Star"" were also fantasy rom coms and I enjoyed those very much. However, unlike those 2 there's nothing about this series so far that makes me want to keep watching.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"W two worlds Season 2 sc","/profile/7647047","Jan 18, 2020","12","1.0","Overall 1.0    Story 1.0 Acting/Cast 2.0 Music 1.0 Rewatch Value 1.0    Goblin's making-of.  Behind the scene : Conversation between screenwriter Kim Eun Sook and film director Lee Eung Bok.LEE - Writer Kim, I've been waiting for your script for days!KIM - Oh! Sorry, it slipped my mind.Writer Kim Eun Sook takes a piece of paper and quickly writes something on it.Then she hands the paper to director Lee Eung Bok.KIM - There you go.LEE - ... ?!!!KIM - The script! Read it!LEE : (He reads the sheet).LEE - That... That's all?On the sheet of paper, it says:(pretty setting)900yearsGOB - So, do you see it?SCHOOLGIRL - What do I see?(nice atmosphere)SCHOOLGIRL - Am I the Goblin's fiancée?900yearsGOB - Only if you see it.(some flashback)900yearsGOB - Let's not see each other anymore.(someone crying)SCHOOLGIRL - Ah! You've come back.(someone making an easy joke)SCHOOLGIRL - Give me 5 million.(something that sounds like an end scene)LEE - But... but... What else should I put in?KIM - Whatever you want, you have carte blanche.LEE - Rea... Really?!KIM - As long as it's pretty and a bit fairylike.LEE : (Wondered face in disbelief)LEE - Am I really doing everything I want?!KIM - Yes.LEE - All the aesthetic stuff I haven't ever been able to fit anywhere else?!KIM - I'm telling you...LEE - Uh, a meeting on a pier by the sea, and the wind?KIM - Yeah, lots of wind.LEE - A scene with snow at night.KIM - Perfect.LEE - People passing each other without recognizing each other, in slow motion and in the rain?KIM - Yeah, that's the spirit.LEE - Uh... A stage in Canada?!KIM - Yes, Canada is very pretty, especially in the Indian summer season.LEE : (worried look).LEE - How are we going to explain that they suddenly find themselves in Canada?KIM - Is it really that important? As long as it's nice?LEE - Still...KIM - Yes, you're right, we should come up with something...LEE : (Thinking about it, he takes out a cigarette and puts it in his mouth. Then he takes out a box of matches and tries to rub one, but it won't light).LEE - Bloody hell, we're not in a drama, I have the right to light this fucking cigarette!KIM - I've got it!!!!KIM - Every time the heroin lights something, it forces the goblin to teleport to her.KIM - Anyway, let's just say that the Goblin can teleport to wherever he wants.LEE - But... But why?KIM - Just... because!LEE - People are going to scream at the plothole.KIM - Ridiculous, to find a ""plothole"", there would have to be a ""plot"" already.LEE - Okay okay.LEE - On the other hand, in terms of dialogue, your script is a bit short.LEE - Even with my aesthetic scenes, we'll never manage to furnish everything.KIM - Tttt, no problem.KIM - All you have to do is take these lines of dialogue and repeat it several times during the episodes.LEE - Huh?! Those same lines?!KIM - Yes, yes. Better little and well written than much and badly written.LEE - Um, it would be better Above all: much and well written, than little and badly written...LEE - Besides, people will fall asleep, they might miss the lines.KIM - You're right, don't forget to add flashbacks with these dialogues. KIM - That way we're sure the audience won't miss anything.LEE - Scriptwriter Kim, I know you're the highest paid writer on the circuit...LEE - ... and in a way the best for the producers...LEE - But I have a feeling your drama is going to be boring to death. KIM - Not at all, it'll be a blockbuster!LEE - But a blockbuster needs a thrilling story! Suspense! Cliffhangers! KIM : (mocking smile)LEE - While your mess is frozen stagnant stalling! LEE - Nothing's moving. Everything sounds hollow, it's an empty shell! KIM - Director Lee, you just gave me the recipe for a western blockbuster.KIM - I make drama blockbusters! That has nothing to do with it.LEE - A drama blockbuster must be that shitty boring?!KIM - Don't worry, I know the recipe. KIM - Top actors, a good promo, your undeniable talent, screaming songs for teenage girls.KIM - It's fast food drama. No need for a story, or anything stressful... especially for us.KIM - We give viewers what they want without skimping on clichés and over-the-top glamour.LEE - A McDrama'...LEE - I have a feeling that the MVs on youtube will be even better than the drama...KIM - That's very good, it'll give us good publicity.LEE - I feel a bit ashamed. LEE - We're pulling the whole drama industry down with something like this.LEE - Plus, we're really taking people for dumb.KIM - Yah! We're not here to make art. KIM - We throw the sauce, we collect the money, and the producers are happy.LEE - Well, since I've got all the latitude to do all I want...LEE - ... I'm still going to try to do something artistic with this, at least for the images.LEE - After all, that's the main interest in working with you.(If spectators found pleasure in seeing this drama, that's the main thing.I'm not here to spoil the happiness of others, that's why I made a humorous text.There are some truths in this text, about screenwriter Kim philosophy).  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Elizabeth August","/profile/lizzy2016","Jan 22, 2017","2","8.0","No Review Available"
"McDoubleNFries","/profile/BurgerNFries","Mar 30, 2017","2","9.5","No Review Available"
"Esti Sulis","/profile/suliss","Jan 28, 2017","2","10","No Review Available"
"Sleepy","/profile/vicksuz","Apr 19, 2017","1","10","No Review Available"
"LauraSant","/profile/LauraSant","Dec  9, 2020","1","10","No Review Available"
"KoosKoos","/profile/CassandraWix","Nov 23, 2019","1","8.0","Overall 8.0    Story 9.5 Acting/Cast 9.5 Music 9.5 Rewatch Value 5.0      First three to four episodes are slow.Lots of historical background.  It took many months for me to return to this show because I stopped at like episode 4 or 5.  That's a lot of investment (each episode is 1+ hour), but I gave up because of the pace. The romance was attempted, but it wasn't there between the two leads.  There was no chemistry between them. Great actors who act well, but no spark.I only stayed for the bromance. It's bromance show. And a commercial. This show has the most advertisement I've ever seen. Probably has the amount I've seen in my entire life. The age gap between the leads though was too uncomfortable. Make the dude a 1,000 year old God at least in the body of someone who looks 25 or 30 instead of 40! The girl is in high school for God's sake. It seems too predatory with a 40 year old dude waiting for her finish high school.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Amy","/profile/meteorxx","Sep 25, 2018","1","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      This show murdered me, I am deceased. It's been 3 days since I finished watching it and I'm still thinking about it and feeling residual emotions.Gong Yoo as Kim Shin/Goblin was captivating. I loved every scene that he was in and the feeling that Gong Yoo brought to the character made the show for me. I was a little unsure about Ji Eun Tak at first since she acted so young but I feel like her character was everything Kim Shin needed. She matured quite a lot as the show went on as well as keeping some endearing childish qualities about her. So, although there is a lot of controversy surrounding her age, I think that it was fitting for how the show developed.The Grim Reaper was perfect, his awkwardness and dead-pan personality. The relationship between him and Kim Shin was one of the reasons l loved the show so much.I had so many emotions watching Goblin. I laughed and I cried and I loved the characters endlessly. A few episodes in the middle were slower than the rest, but it didn't phase me. I hadn't watched a fantasy drama before this one and I found I really loved the elements. I'm checking out more fantasy dramas as we speak.The music blew me away, I've been listening to the soundtrack ever since. The best songs, in my opinion, are round and round, beautiful, and I'm here, stay with me and heaven. If I listen to and I'm here there is a 99% chance I will start crying again.I felt the need to go back and rewatch it the moment I finished it, so it is no doubt a drama I will be watching again countless times.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Park Yun hee","/profile/7527841","Aug 11, 2019","1","10","Overall 10    Story 9.5 Acting/Cast 10 Music 10 Rewatch Value 9.0      If there is any doubt for this drama , throw it away, because this is an Ultimate One. One word for this drama is ""CLASSIC''!!! ????????Just loved it. It was Perfect from 1st Episode to the last one, I'm glad that I've watched it. I'd cried, laugh, this drama creates lots of emotions...All time favourite..You Should watch it,because you'll never regret it. Gong Yoo (Oh My GOBLIN ????????)an amazing actor,was perfect with that role & Kim Go Eun(Ji Run Tak) she's just fabulous actress. Supporting roles was too good. Lee Dong Woom was perfect as Grim Reaper. Many things which are good in this drama is it's Role coaster like plot , It made me Laugh , Cry , Smile & Most importantly Curious & Furious. Hat's Off to the Actors Directors & Specially those Who created OST of this drama , I mean how some Songs & Background Score can be so Perfect & Emotional !!! Still I'm speechless... Words are less to Appreciate this drama. 100/10⭐  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
